id,title,open_state,url,time_left_to_submission,submission_period_dates,themes,prize_amount,registrations_count,featured,organization_name,winners_announced
4845,StudentHack V,ended,https://studenthackv.devpost.com/,Ended,"Mar 12, 2017",[],$<span data-currency-value>0</span>,156,False,,True
696,Apps for Alberta,ended,https://appsforalberta.devpost.com/,Ended,"Feb 21 - Jun 19, 2015","[{'id': 11, 'name': 'Productivity'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>70,000</span>",156,False,,True
1714,Epson Moverio Develop the Future App Challenge,ended,https://epsonmoverio.devpost.com/,Ended,"Nov 17, 2014 - Jan 16, 2015","[{'id': 4, 'name': 'Gaming'}, {'id': 5, 'name': 'AR/VR'}]","$<span data-currency-value>13,592</span>",156,False,,True
15141,IATA ONE Record Hackathon – hosted by Lufthansa Cargo,ended,https://onerecord-fra.devpost.com/,Ended,"Jun 23 - 25, 2023","[{'id': 20, 'name': 'E-commerce/Retail'}, {'id': 7, 'name': 'IoT'}, {'id': 6, 'name': 'Machine Learning/AI'}]","$<span data-currency-value>17,000</span>",215,False,iata,True
16542,NewHacks 2022,ended,https://newhacks-2022.devpost.com/,Ended,"Nov 05 - 06, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 16, 'name': 'Health'}, {'id': 11, 'name': 'Productivity'}]","$CAD<span data-currency-value>2,170</span>",215,False,ieee uoft,True
10951,Stellar Meridian Hackathon 2020,ended,https://meridianhackathon.devpost.com/,Ended,"Oct 28 - Nov 09, 2020","[{'id': 1, 'name': 'Blockchain'}, {'id': 3, 'name': 'Fintech'}, {'id': 7, 'name': 'IoT'}]","$<span data-currency-value>12,000</span>",155,False,Stellar Development Foundation,True
10918,DandyHacks 2020,ended,https://dandyhacks-2020.devpost.com/,Ended,"Oct 23 - 25, 2020",[],"$<span data-currency-value>2,760</span>",155,False,,True
9560,HarmonyHacks,ended,https://harmonyhacks2020.devpost.com/,Ended,"Apr 05 - May 17, 2020","[{'id': 13, 'name': 'Social Good'}, {'id': 2, 'name': 'DevOps'}, {'id': 7, 'name': 'IoT'}]","$<span data-currency-value>22,660</span>",155,False,,True
9264,Hacklahoma,ended,https://hacklahoma20.devpost.com/,Ended,"Feb 08 - 09, 2020",[],"$<span data-currency-value>1,026</span>",155,False,,True
6937,HackISU X,ended,https://hackisu-x-fall-2018.devpost.com/,Ended,"Oct 19 - 21, 2018",[],"$<span data-currency-value>13,910</span>",155,False,,True
4292,HackTX 2016,ended,https://hacktx16.devpost.com/,Ended,"Oct 23, 2016",[],$<span data-currency-value>0</span>,155,False,,False
3353,InMobi Hack Day Spring 2016,ended,https://inmobihackdayspring2016.devpost.com/,Ended,"Feb 20 - 21, 2016",[],"$<span data-currency-value>3,720</span>",155,False,,True
15575,MLH Fellowship Orientation Hackathon - Summer A 2022,ended,https://fellowship-orientation-22-sum.devpost.com/,Ended,"May 31 - Jun 06, 2022","[{'id': 22, 'name': 'Open Ended'}]",$<span data-currency-value>0</span>,214,False,Major League Hacking,True
14472,HibernationHacks,ended,https://hibernationhacks.devpost.com/,Ended,"Jan 07 - 09, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}]",$<span data-currency-value>0</span>,214,False,Major League Hacking,True
12369,Quranthon,ended,https://quranthon.devpost.com/,Ended,"May 27 - 29, 2021","[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 26, 'name': 'Mobile'}, {'id': 25, 'name': 'Web'}]",$<span data-currency-value>0</span>,214,False,السعودية,True
11724,Hack APAC,ended,https://hackapac.devpost.com/,Ended,"Jan 28 - 30, 2021",[],$<span data-currency-value>0</span>,214,False,,True
11081,HackTheU: Go Beyond,ended,https://hacktheu-go-beyond.devpost.com/,Ended,"Oct 16 - 18, 2020",[],"$<span data-currency-value>7,570</span>",214,False,,True
10583,Helix Hacks,ended,https://helix-hacks.devpost.com/,Ended,"Aug 09, 2020","[{'id': 14, 'name': 'COVID-19'}]","$<span data-currency-value>2,912</span>",154,False,,True
9998,Cal Earth Hacks 2020: Hacking the Climate Crisis,ended,https://cal-earth-hacks-2020.devpost.com/,Ended,"Apr 30 - May 03, 2020","[{'id': 13, 'name': 'Social Good'}, {'id': 14, 'name': 'COVID-19'}]",$<span data-currency-value>125</span>,154,False,,True
8288,HackBU 2020,ended,https://hackbu2020.devpost.com/,Ended,"Feb 08 - 09, 2020","[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 9, 'name': 'Cybersecurity'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>7,400</span>",154,False,,True
5311,HopHacks - Fall 2017,ended,https://hophacks-fall-2017.devpost.com/,Ended,"Sep 15 - 17, 2017",[],"$<span data-currency-value>8,212</span>",154,False,,True
4050,CHIMEHACK 3,ended,https://chimehack3.devpost.com/,Ended,"Aug 27 - 28, 2016",[],"$<span data-currency-value>25,000</span>",154,False,,True
3887,We Hack Too powered by Microsoft - For Girls ,ended,https://wehacktoo.devpost.com/,Ended,"Jun 24 - 26, 2016",[],"$<span data-currency-value>1,840</span>",154,False,Microsoft,True
3403,HackBU 2016S,ended,https://hackbu-2016s.devpost.com/,Ended,"Feb 13 - 14, 2016",[],$<span data-currency-value>0</span>,154,False,,True
19250,Open Source Hackfest,ended,https://open-source-hackfest.devpost.com/,Ended,"Sep 29 - Oct 01, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,213,False,Major League Hacking,True
17370,HackSC 2023,ended,https://hacksc-2023.devpost.com/,Ended,"Feb 02 - 05, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,213,False,HackSC,True
14317,"Philly Codefest 2022, Presented by Comcast Cable",ended,https://philly-codefest-2022.devpost.com/,Ended,"Apr 04 - 09, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 7, 'name': 'IoT'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>23,500</span>",213,False,Drexel University CCI,True
14408,Hacky Winterland,ended,https://hackywinterland.devpost.com/,Ended,"Dec 24 - 26, 2021","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}]",$<span data-currency-value>0</span>,213,False,Major League Hacking,True
4596,Hackatown,ended,https://hackatown.devpost.com/,Ended,"Feb 04 - 05, 2017",[],"$<span data-currency-value>25,500</span>",153,False,,False
12459,Bitcamp 2021,ended,https://bitcamp2021.devpost.com/,Ended,"Apr 09 - 11, 2021","[{'id': 23, 'name': 'Beginner Friendly'}]","$<span data-currency-value>6,020</span>",212,False,Bitcamp,True
2420,Fishackathon 2015,ended,https://fishackathon2015.devpost.com/,Ended,"Jun 05 - 21, 2015","[{'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,152,False,,True
354,ETS Assessment Games Challenge,ended,https://etsgameschallenge.devpost.com/,Ended,"May 01 - Aug 18, 2012",[],"$<span data-currency-value>8,000</span>",152,False,,True
17584,UNIHACK 2023,ended,https://unihack2023.devpost.com/,Ended,"Mar 03 - 05, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}]","$<span data-currency-value>16,940</span>",211,False,UNIHACK Inc,True
13497,Digital EduHack South Asia 2021,ended,https://digieduhack.devpost.com/,Ended,"Aug 30 - Oct 25, 2021","[{'id': 19, 'name': 'Education'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 13, 'name': 'Social Good'}]","₹ <span data-currency-value>20,000</span>",211,False,Suvadi,True
12842,girls.exe's Hack the Gap,ended,https://girls-exe-hackathon.devpost.com/,Ended,"Jul 02 - 04, 2021","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 16, 'name': 'Health'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>65,650</span>",211,False,girls.exe,True
10398,AEC Hackathon Online,ended,https://hackaec.devpost.com/,Ended,"Jul 10 - 25, 2020","[{'id': 11, 'name': 'Productivity'}, {'id': 7, 'name': 'IoT'}]","$<span data-currency-value>13,500</span>",151,False,Booz Allen Hamilton,True
10292,Great Global Challenge,ended,https://great-global-challenge.devpost.com/,Ended,"Jun 28 - Jul 03, 2020","[{'id': 14, 'name': 'COVID-19'}]","$<span data-currency-value>6,300</span>",151,False,,True
8893,Hack K-State 2019,ended,https://hack-kstate-2019.devpost.com/,Ended,"Nov 08 - 10, 2019",[],$<span data-currency-value>841</span>,151,False,,True
8097,MOBI Grand Challenge Phase II - Citopia,ended,https://mobihacks-citopia.devpost.com/,Ended,"May 23 - Oct 02, 2019","[{'id': 1, 'name': 'Blockchain'}, {'id': 2, 'name': 'DevOps'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,151,False,Mobi,True
7780,RevolutionUC,ended,https://revuc-viii.devpost.com/,Ended,"Mar 02 - 03, 2019",[],"$<span data-currency-value>26,465</span>",151,False,,True
6140,HopHacks Spring 2018,ended,https://hophacks-spring-2018.devpost.com/,Ended,"Feb 16 - 18, 2018",[],"$<span data-currency-value>3,322</span>",151,False,,True
16739,Design-a-thon,ended,https://design-a-thon.devpost.com/,Ended,"Dec 23 - 25, 2022","[{'id': 18, 'name': 'Design'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 23, 'name': 'Beginner Friendly'}]",$<span data-currency-value>0</span>,210,False,Major League Hacking,True
16575,INRIX Hack 2022,ended,https://inrix-hack-2022.devpost.com/,Ended,"Nov 12 - 13, 2022","[{'id': 21, 'name': 'Enterprise'}, {'id': 26, 'name': 'Mobile'}, {'id': 25, 'name': 'Web'}]",$<span data-currency-value>0</span>,210,False,SCU ACM x INRIX,True
13391,Vivid Hacks,ended,https://vividhacks.devpost.com/,Ended,"Nov 19 - 21, 2021","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 7, 'name': 'IoT'}, {'id': 25, 'name': 'Web'}]","$<span data-currency-value>26,995</span>",210,False,vividhacks,True
12293,Defense Hackathon SRM 2021 ,ended,https://defense-hackathon-srm-2021.devpost.com/,Ended,"Mar 19 - 20, 2021","[{'id': 1, 'name': 'Blockchain'}, {'id': 9, 'name': 'Cybersecurity'}, {'id': 6, 'name': 'Machine Learning/AI'}]",₹ <span data-currency-value>0</span>,210,False,Srm University,True
11946,CuseHacks 2021,ended,https://cusehacks-2021.devpost.com/,Ended,"Feb 27 - 28, 2021",[],$<span data-currency-value>0</span>,210,False,Innovate Orange,True
15846,Bring Down Counterfeiting 2022: Policy Hackathon,ended,https://bring-down-counterfeiting-2022.devpost.com/,Ended,"Aug 27 - Oct 14, 2022","[{'id': 20, 'name': 'E-commerce/Retail'}, {'id': 13, 'name': 'Social Good'}, {'id': 25, 'name': 'Web'}]","$<span data-currency-value>52,000</span>",209,False,ExpeditionHacks,True
11992,iNTUition v7.0,ended,https://intuition-v7.devpost.com/,Ended,"Feb 26 - 27, 2021","[{'id': 14, 'name': 'COVID-19'}, {'id': 12, 'name': 'Lifehacks'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>7,920</span>",209,False,IEEE NTU Student Branch,True
11192,StarHacks,ended,https://starhacks.devpost.com/,Ended,"Jan 23 - 24, 2021","[{'id': 12, 'name': 'Lifehacks'}, {'id': 13, 'name': 'Social Good'}, {'id': 16, 'name': 'Health'}]","$<span data-currency-value>1,300</span>",209,False,,True
11176,HackRU Fall 2020,ended,https://hackru-f20.devpost.com/,Ended,"Nov 07 - 08, 2020",[],"$<span data-currency-value>6,240</span>",209,False,,True
9743,HackAtHome,ended,https://hackathome.devpost.com/,Ended,"Apr 03 - 06, 2020","[{'id': 14, 'name': 'COVID-19'}, {'id': 13, 'name': 'Social Good'}]","€<span data-currency-value>1,400</span>",150,False,,True
9091,MinneHack 2020,ended,https://minnehack2020.devpost.com/,Ended,"Jan 25 - 26, 2020",[],"$<span data-currency-value>6,436</span>",150,False,,True
7855,HackDartmouth V,ended,https://hackdartmouthv.devpost.com/,Ended,"Apr 06 - 07, 2019",[],"$<span data-currency-value>9,840</span>",150,False,,True
6492,HackRU Spring 2018,ended,https://hackru-s18.devpost.com/,Ended,"Apr 21 - 22, 2018",[],"$<span data-currency-value>6,240</span>",150,False,,True
3513,Electric City Hacks,ended,https://electriccityhacks.devpost.com/,Ended,"Nov 04 - 06, 2016",[],"$<span data-currency-value>3,970</span>",150,False,,True
4295,HopHacks - Fall 2016,ended,https://hophacks-fall-2016.devpost.com/,Ended,"Oct 21 - 23, 2016",[],"$<span data-currency-value>4,092</span>",150,False,,True
3533,HackUMBC Spring 2016,ended,https://hackumbcs16.devpost.com/,Ended,"Mar 05 - 06, 2016",[],"$<span data-currency-value>2,788</span>",150,False,,True
864,InnovateNYP: the First Hackathon for NYC Hospitals,ended,https://innovatenyp.devpost.com/,Ended,"Mar 15 - 16, 2014",[],"$<span data-currency-value>85,000</span>",150,False,,True
17087,nwHacks 2023,ended,https://nwhacks-2023.devpost.com/,Ended,"Jan 21 - 22, 2023","[{'id': 25, 'name': 'Web'}]","$CAD<span data-currency-value>22,900</span>",208,False,nwPlus,True
11803,Hacklahoma,ended,https://hacklahoma21.devpost.com/,Ended,"Feb 06 - 07, 2021",[],"$<span data-currency-value>4,760</span>",208,False,,True
11245,BrébeufHx 4.0,ended,https://brebeufhx-4-0.devpost.com/,Ended,"Jan 06 - 09, 2021","[{'id': 13, 'name': 'Social Good'}]","$CAD<span data-currency-value>4,010</span>",208,False,BrébeufHx,True
9277,Uncommon Hacks,ended,https://uncommon-hacks-2020.devpost.com/,Ended,"Feb 15 - 16, 2020",[],$<span data-currency-value>0</span>,149,False,,True
8405,TeenHacks LI - Fall 2019,ended,https://thli-fall-2019.devpost.com/,Ended,"Nov 09 - 10, 2019","[{'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>11,500</span>",149,False,,True
8762,MadHacks Carbon 2019,ended,https://madhacks-2019.devpost.com/,Ended,"Oct 20, 2019",[],"$<span data-currency-value>3,580</span>",149,False,,True
8355,HackUIowa '19,ended,https://hackuiowa-2019.devpost.com/,Ended,"Oct 12 - 13, 2019",[],"$<span data-currency-value>9,864</span>",149,False,,True
2877,Fall 2015 hackNY Student Hackathon,ended,https://hackny-f2015.devpost.com/,Ended,"Sep 26 - 27, 2015",[],"$<span data-currency-value>3,516</span>",149,False,,True
15765,BioMedTech Baja Hackathon,ended,https://biomed-tech-hackathon.devpost.com/,Ended,"Jul 01 - Oct 12, 2022","[{'id': 16, 'name': 'Health'}, {'id': 7, 'name': 'IoT'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>8,600</span>",207,False,ITJ,True
11814,HackSC 2021,ended,https://hacksc2021.devpost.com/,Ended,"Feb 20 - 21, 2021","[{'id': 10, 'name': 'Communication'}, {'id': 13, 'name': 'Social Good'}, {'id': 14, 'name': 'COVID-19'}]","$<span data-currency-value>9,540</span>",207,False,HackSC,True
10832,hackTAMS,ended,https://hacktams2020f.devpost.com/,Ended,"Nov 06 - 08, 2020",[],"$<span data-currency-value>13,698</span>",148,False,,True
10684,Columbia DivHacks 2020,ended,https://divhacks2020.devpost.com/,Ended,"Oct 24 - 25, 2020","[{'id': 10, 'name': 'Communication'}, {'id': 13, 'name': 'Social Good'}, {'id': 14, 'name': 'COVID-19'}]","$<span data-currency-value>6,250</span>",148,False,,True
10772,AFS Global Ideathon,ended,https://afs-global-ideathon.devpost.com/,Ended,"Sep 06 - 07, 2020",[],$<span data-currency-value>0</span>,148,False,,True
8956,Oxford Hack 2019,ended,https://oxford-hack-2019.devpost.com/,Ended,"Nov 16 - 17, 2019",[],£<span data-currency-value>0</span>,148,False,,True
5628,iNTUition 2017,ended,https://intuition17.devpost.com/,Ended,"Oct 14 - 15, 2017",[],"$<span data-currency-value>8,850</span>",148,False,,True
2775,Mexico City Mobility Challenge,ended,https://mexicocity-mobility.devpost.com/,Ended,"Aug 10 - Nov 03, 2015","[{'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>30,000</span>",148,False,Ford,True
19227,HackMorelos 12da Edicion,ended,https://hackmorelos12.devpost.com/,Ended,"Oct 06 - 07, 2023","[{'id': 12, 'name': 'Lifehacks'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 25, 'name': 'Web'}]","MEX$<span data-currency-value>14,000</span>",206,False,CETIEM,True
18743,GooseHacks 2023,ended,https://goosehacks-2023.devpost.com/,Ended,"Aug 24 - 26, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}]","$<span data-currency-value>107,280</span>",206,False,GooseHacks,True
6307,Salesforce AIアプリコンテスト 2018,ended,https://sfhack2018.devpost.com/,Ended,"Mar 21 - May 15, 2018",[],"$<span data-currency-value>105,000</span>",147,False,Salesforce,True
6302,OpenCodes Hackathon,ended,https://opencodes.devpost.com/,Ended,"Mar 24 - 25, 2018",[],"$<span data-currency-value>10,001</span>",147,False,,True
1329,SUMURR mHealth Challenge,ended,https://mhealth.devpost.com/,Ended,"Aug 01 - Oct 30, 2014",[],"USD$<span data-currency-value>30,000</span>",147,False,Ford,True
16758,HackUMass X,ended,https://hackumass-x.devpost.com/,Ended,"Nov 12 - 13, 2022","[{'id': 22, 'name': 'Open Ended'}, {'id': 23, 'name': 'Beginner Friendly'}]","$<span data-currency-value>4,754</span>",205,False,HackUMass,True
15721,PeddieHacks 2022,ended,https://peddiehacks2022.devpost.com/,Ended,"Aug 19 - 21, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 16, 'name': 'Health'}]","$<span data-currency-value>132,383</span>",205,False,Peddie Computer Science Club,True
11630,FemmeHacks,ended,https://femmehacks-2021.devpost.com/,Ended,"Feb 04 - 06, 2021",[],$<span data-currency-value>0</span>,205,False,,True
11390,HackCamp 2020,ended,https://hackcamp2020.devpost.com/,Ended,"Dec 06, 2020","[{'id': 13, 'name': 'Social Good'}]","$CAD<span data-currency-value>2,700</span>",205,False,,True
18675,8th Wall: Shared AR x Ingress Challenge,ended,https://8w-shared-ar-ingress.devpost.com/,Ended,"Aug 01 - Sep 05, 2023","[{'id': 5, 'name': 'AR/VR'}]","$<span data-currency-value>10,500</span>",145,False,Niantic,True
7814,Oktane 19 Hackathon,ended,https://oktane19-hackathon.devpost.com/,Ended,"Mar 06 - Apr 01, 2019","[{'id': 10, 'name': 'Communication'}, {'id': 11, 'name': 'Productivity'}]","$<span data-currency-value>10,000</span>",146,False,Okta,True
5980,MD5 Physical Cyber Hackathon ,ended,https://md5hack-apr18.devpost.com/,Ended,"Apr 06 - 08, 2018",[],"$<span data-currency-value>45,000</span>",146,False,,True
5030,HackRU XII,ended,https://hackru-sp17.devpost.com/,Ended,"Apr 22 - 23, 2017",[],"$<span data-currency-value>1,432</span>",146,False,,True
4694,TartanHacks 2017,ended,https://tartanhacks2017.devpost.com/,Ended,"Feb 10 - 11, 2017",[],"$<span data-currency-value>2,000</span>",146,False,,True
3579,JAMCHESTER,ended,https://jamchester.devpost.com/,Ended,"May 20 - 22, 2016",[],£<span data-currency-value>0</span>,146,False,,True
2239,The Comcast NBCUniversal Hackathon,ended,https://nbcuniversalhack.devpost.com/,Ended,"Mar 28 - 29, 2015",[],"$<span data-currency-value>19,000</span>",146,False,,True
17080,HackSussex 2023,ended,https://hacksussex-2023.devpost.com/,Ended,"Feb 18 - 19, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 18, 'name': 'Design'}, {'id': 19, 'name': 'Education'}]","£<span data-currency-value>3,447</span>",204,False,HackSussex,True
16390,Cornell BigRed//Hacks 2022,ended,https://bigred-hacks-2022.devpost.com/,Ended,"Oct 14 - 16, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>5,950</span>",204,False,BigRed//Hacks,True
14212,YHack 2022,ended,https://yhack-2022.devpost.com/,Ended,"Apr 08 - 10, 2022","[{'id': 5, 'name': 'AR/VR'}, {'id': 23, 'name': 'Beginner Friendly'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>10,100</span>",204,False,YHack,True
13993,TigerHacks 2021,ended,https://th21.devpost.com/,Ended,"Nov 05 - 07, 2021","[{'id': 22, 'name': 'Open Ended'}]","$<span data-currency-value>4,790</span>",204,False,Mizzou Computing Association,True
13227,RoboHacks 2021,ended,https://robo-hacks.devpost.com/,Ended,"Aug 06 - 08, 2021","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 7, 'name': 'IoT'}, {'id': 13, 'name': 'Social Good'}]",$<span data-currency-value>0</span>,204,False,Major League Hacking,True
10373,Spectra 4.0,ended,https://spectra4.devpost.com/,Ended,"Aug 08 - 09, 2020",[],"$<span data-currency-value>3,658</span>",145,False,,True
10305,FlareHacks 2020,ended,https://flarehacks2020.devpost.com/,Ended,"Jul 24 - 26, 2020","[{'id': 11, 'name': 'Productivity'}, {'id': 13, 'name': 'Social Good'}, {'id': 14, 'name': 'COVID-19'}]","$<span data-currency-value>5,810</span>",145,False,,True
10209,Oxford Digithon,ended,https://oxford-digithon.devpost.com/,Ended,"May 30 - 31, 2020","[{'id': 5, 'name': 'AR/VR'}, {'id': 13, 'name': 'Social Good'}, {'id': 14, 'name': 'COVID-19'}]",£<span data-currency-value>200</span>,145,False,,True
9605,NewHacks Winter 2020,ended,https://newhacks-2020.devpost.com/,Ended,"Mar 07 - 08, 2020","[{'id': 2, 'name': 'DevOps'}, {'id': 7, 'name': 'IoT'}, {'id': 13, 'name': 'Social Good'}]","$CAD<span data-currency-value>3,920</span>",145,False,,True
8953,KSU Fashion Tech Hackathon 2020,ended,https://ksu-fashion-tech-hack-2020.devpost.com/,Ended,"Jan 24 - 26, 2020","[{'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>5,000</span>",145,False,,True
8778,health++,ended,https://healthplusplus19.devpost.com/,Ended,"Oct 20, 2019",[],"$<span data-currency-value>9,250</span>",145,False,,True
6264,HackDartmouth IV,ended,https://hackdartmouthiv.devpost.com/,Ended,"Apr 14 - 15, 2018",[],"$<span data-currency-value>7,140</span>",145,False,,True
4843,START Hack 2017,ended,https://starthack2017.devpost.com/,Ended,"Mar 17 - 19, 2017",[],"$<span data-currency-value>7,800</span>",145,False,,True
3975,Islamabad Civic Hackathon 2016,ended,https://isbhacks2016.devpost.com/,Ended,"Jul 16 - 17, 2016",[],"PKR<span data-currency-value>225,000</span>",145,False,,True
2548,Maps as Art | Summer Jam,ended,https://sjmaps.devpost.com/,Ended,"Jun 29 - Jul 20, 2015",[],$<span data-currency-value>0</span>,145,False,,True
17557,Avanade International Women's Day Hackathon,ended,https://avanade-iwd.devpost.com/,Ended,"Mar 03 - 06, 2023","[{'id': 19, 'name': 'Education'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>10,300</span>",203,False,Avanade,True
14595,IC Hack 22,ended,https://ic-hack-2022.devpost.com/,Ended,"Feb 05 - 06, 2022","[{'id': 23, 'name': 'Beginner Friendly'}]",$<span data-currency-value>0</span>,203,False,DoCSoc,True
16138,ClockHacks,ended,https://clockhacks.devpost.com/,Ended,"Nov 04 - 06, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 11, 'name': 'Productivity'}]","$<span data-currency-value>10,095</span>",202,False,ClockHacks,True
14564,GryphHacks 2022,ended,https://gryphhacks-2022.devpost.com/,Ended,"May 20 - 22, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 22, 'name': 'Open Ended'}]","$CAD<span data-currency-value>12,972</span>",202,False,GCC,True
14337,Pearl Hacks 2022,ended,https://pearlhacks2022.devpost.com/,Ended,"Feb 19 - 20, 2022","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>5,215</span>",202,False,Pearl Hacks,True
13826,TAMU Datathon 2021,ended,https://tamudatathon2021.devpost.com/,Ended,"Oct 16 - 17, 2021","[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 23, 'name': 'Beginner Friendly'}]","$<span data-currency-value>7,598</span>",202,False,TAMU Datathon,True
13698,Carolina Data Challenge 2021,ended,https://cdcunc21.devpost.com/,Ended,"Sep 26 - Oct 02, 2021","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 10, 'name': 'Communication'}, {'id': 6, 'name': 'Machine Learning/AI'}]",$<span data-currency-value>635</span>,202,False,Carolina Analyitcs and Data Science Club,True
13528,Prehackstoric,ended,https://prehackstoric.devpost.com/,Ended,"Sep 10 - 12, 2021","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}]",$<span data-currency-value>0</span>,202,False,Major League Hacking,True
11101,HackPSU Fall 2020,ended,https://hackpsu-fall-2020.devpost.com/,Ended,"Nov 06 - 08, 2020",[],"$<span data-currency-value>7,060</span>",202,False,,True
12525,Blockhack 2021,ended,https://blockhack-2021.devpost.com/,Ended,"May 03 - 07, 2021","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 1, 'name': 'Blockchain'}, {'id': 3, 'name': 'Fintech'}]","$<span data-currency-value>4,500</span>",144,False,Bitcoin Bay,True
10625,PUC HACK,ended,https://puc-hack.devpost.com/,Ended,"Sep 15 - 27, 2020","[{'id': 14, 'name': 'COVID-19'}]","$<span data-currency-value>10,000</span>",144,False,,True
9928,Together Vs Virus | Ensemble Vs Virus,ended,https://togethervsvirus.devpost.com/,Ended,"Apr 19, 2020","[{'id': 13, 'name': 'Social Good'}, {'id': 14, 'name': 'COVID-19'}]","$CAD<span data-currency-value>6,000</span>",144,False,,True
7890,AUHack19,ended,https://auhack19.devpost.com/,Ended,"Apr 05 - 07, 2019",[],"$<span data-currency-value>3,275</span>",144,False,,True
3571,CoolerHack,ended,https://coolerhack.devpost.com/,Ended,"Apr 15 - 17, 2016",[],$<span data-currency-value>0</span>,144,False,,True
3079,AGHacks 2015,ended,https://aghacks2015.devpost.com/,Ended,"Oct 23 - 25, 2015",[],$<span data-currency-value>0</span>,144,False,,True
1008,HACKAKL,ended,https://hackakl-2014.devpost.com/,Ended,"May 23 - 24, 2014",[],$<span data-currency-value>0</span>,144,False,,True
11843,BrickHack 8,ended,https://brickhack8.devpost.com/,Ended,"Mar 05 - 06, 2022","[{'id': 5, 'name': 'AR/VR'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 7, 'name': 'IoT'}]","$<span data-currency-value>7,688</span>",201,False,BrickHack,True
13578,NewHacks 2021,ended,https://newhacks-2021.devpost.com/,Ended,"Nov 06 - 07, 2021","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 16, 'name': 'Health'}, {'id': 11, 'name': 'Productivity'}]","$CAD<span data-currency-value>3,520</span>",201,False,ieee uoft,True
17832,"Ready, Set, App!",ended,https://readysetapp.devpost.com/,Ended,"Mar 23 - Apr 15, 2023","[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 26, 'name': 'Mobile'}, {'id': 13, 'name': 'Social Good'}]","$<span data-currency-value>1,100</span>",143,False,NC Business Committee for Education,True
10937,Tech para la Educación: Girls in Tech LATAM,ended,https://girls-in-tech-latam.devpost.com/,Ended,"May 08 - 24, 2021","[{'id': 13, 'name': 'Social Good'}, {'id': 14, 'name': 'COVID-19'}, {'id': 19, 'name': 'Education'}]","$<span data-currency-value>2,000</span>",143,False,Girls in Tech,True
